"Name","SI","Handles","VM","WS","PM","NPM","Path","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"dde-session-dae","1028","71","2530316288","76996608","0","0","/usr/lib/deepin-daemon/dde-session-daemon","System.Diagnostics.Process (startdde)",,"10.8",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1107","0",,"False","11/26/2019 08:04:49",,"1107",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dde-session-dae","15","1028",,"System.Diagnostics.ProcessThreadCollection","71","2530316288","-1764651008","False",,,,"76996608","76996608",,"System.Diagnostics.ProcessModule (dde-session-daemon)","0","","True","00:00:02.7100000","00:00:10.8000000","00:00:08.0900000",,
"dde-system-daem","715",,"1128534016","23891968","0","0",,"System.Diagnostics.Process (systemd)",,"2.61",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","959","0",,"False","11/26/2019 08:01:38",,"959",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dde-system-daem","15","715",,"System.Diagnostics.ProcessThreadCollection",,"1128534016","1128534016","False",,,,"23891968","23891968",,,"0","","True","00:00:01.0400000","00:00:02.6100000","00:00:01.5700000",,
"deepin-wm","1028","19","1475264512","300978176","0","0","/usr/bin/deepin-wm","System.Diagnostics.Process (startdde)",,"80.64",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1062","0",,"False","11/26/2019 08:04:46",,"1062",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","deepin-wm","15","1028",,"System.Diagnostics.ProcessThreadCollection","19","1475264512","1475264512","False",,,,"300978176","300978176",,"System.Diagnostics.ProcessModule (deepin-wm)","0","","True","00:00:17.4700000","00:01:20.6400000","00:01:03.1700000",,
"devfreq_wq","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","141","-20",,"False","11/26/2019 08:00:51",,"141",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","devfreq_wq","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"dropbox","1028","121","3166232576","205901824","0","0","/home/hagia/.dropbox-dist/dropbox-lnx.x86_64-85.4.155/dropbox","System.Diagnostics.Process (systemd)",,"17.62",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1462","0",,"False","11/26/2019 08:05:32",,"1462",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dropbox","15","1028",,"System.Diagnostics.ProcessThreadCollection","121","3166232576","-1128734720","False",,,,"205901824","205901824",,"System.Diagnostics.ProcessModule (dropbox)","0","","True","00:00:02.9800000","00:00:17.6200000","00:00:14.6400000",,
"edac-poller","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","140","-20",,"False","11/26/2019 08:00:51",,"140",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","edac-poller","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"ext4-rsv-conver","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","247","-20",,"False","11/26/2019 08:01:00",,"247",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","ext4-rsv-conver","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"gnome-keyring-d","1024",,"249024512","6053888","0","0",,"System.Diagnostics.Process (systemd)",,"0.13",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1025","0",,"False","11/26/2019 08:04:44",,"1025",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gnome-keyring-d","15","1024",,"System.Diagnostics.ProcessThreadCollection",,"249024512","249024512","False",,,,"6053888","6053888",,,"0","","True","00:00:00.0300000","00:00:00.1300000","00:00:00.1000000",,
"goa-daemon","1036","12","565116928","35500032","0","0","/usr/lib/goa-daemon","System.Diagnostics.Process (systemd)",,"0.22",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1278","0",,"False","11/26/2019 08:05:09",,"1278",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","goa-daemon","15","1036",,"System.Diagnostics.ProcessThreadCollection","12","565116928","565116928","False",,,,"35500032","35500032",,"System.Diagnostics.ProcessModule (goa-daemon)","0","","True","00:00:00.1000000","00:00:00.2200000","00:00:00.1200000",,
"goa-identity-se","1036","8","247836672","8962048","0","0","/usr/lib/goa-identity-service","System.Diagnostics.Process (systemd)",,"0.04",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1390","0",,"False","11/26/2019 08:05:19",,"1390",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","goa-identity-se","15","1036",,"System.Diagnostics.ProcessThreadCollection","8","247836672","247836672","False",,,,"8962048","8962048",,"System.Diagnostics.ProcessModule (goa-identity-service)","0","","True","00:00:00.0200000","00:00:00.0400000","00:00:00.0200000",,
"gsettings-helpe","1111","8","249536512","7106560","0","0","/usr/lib/pulse/gsettings-helper","System.Diagnostics.Process (pulseaudio)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1135","0",,"False","11/26/2019 08:04:53",,"1135",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gsettings-helpe","15","1111",,"System.Diagnostics.ProcessThreadCollection","8","249536512","249536512","False",,,,"7106560","7106560",,"System.Diagnostics.ProcessModule (gsettings-helper)","0","","True","00:00:00","00:00:00.0100000","00:00:00.0100000",,
"gvfs-afc-volume","1269","8","327417856","8871936","0","0","/usr/lib/gvfs-afc-volume-monitor","System.Diagnostics.Process (systemd)",,"0.02",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1269","0",,"False","11/26/2019 08:05:08",,"1269",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gvfs-afc-volume","15","1269",,"System.Diagnostics.ProcessThreadCollection","8","327417856","327417856","False",,,,"8871936","8871936",,"System.Diagnostics.ProcessModule (gvfs-afc-volume-monitor)","0","","True","00:00:00.0100000","00:00:00.0200000","00:00:00.0100000",,
"gvfs-goa-volume","1274","7","242634752","6774784","0","0","/usr/lib/gvfs-goa-volume-monitor","System.Diagnostics.Process (systemd)",,"0.02",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1274","0",,"False","11/26/2019 08:05:09",,"1274",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gvfs-goa-volume","15","1274",,"System.Diagnostics.ProcessThreadCollection","7","242634752","242634752","False",,,,"6774784","6774784",,"System.Diagnostics.ProcessModule (gvfs-goa-volume-monitor)","0","","True","00:00:00","00:00:00.0200000","00:00:00.0200000",,
"gvfs-gphoto2-vo","1265","8","246939648","7385088","0","0","/usr/lib/gvfs-gphoto2-volume-monitor","System.Diagnostics.Process (systemd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1265","0",,"False","11/26/2019 08:05:08",,"1265",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gvfs-gphoto2-vo","15","1265",,"System.Diagnostics.ProcessThreadCollection","8","246939648","246939648","False",,,,"7385088","7385088",,"System.Diagnostics.ProcessModule (gvfs-gphoto2-volume-monitor)","0","","True","00:00:00","00:00:00.0100000","00:00:00.0100000",,
"gvfs-mtp-volume","1261","8","242421760","5603328","0","0","/usr/lib/gvfs-mtp-volume-monitor","System.Diagnostics.Process (systemd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1261","0",,"False","11/26/2019 08:05:08",,"1261",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gvfs-mtp-volume","15","1261",,"System.Diagnostics.ProcessThreadCollection","8","242421760","242421760","False",,,,"5603328","5603328",,"System.Diagnostics.ProcessModule (gvfs-mtp-volume-monitor)","0","","True","00:00:00.0100000","00:00:00.0100000","00:00:00",,
"gvfs-udisks2-vo","1237","12","362352640","12353536","0","0","/usr/lib/gvfs-udisks2-volume-monitor","System.Diagnostics.Process (systemd)",,"0.21",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1237","0",,"False","11/26/2019 08:05:03",,"1237",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gvfs-udisks2-vo","15","1237",,"System.Diagnostics.ProcessThreadCollection","12","362352640","362352640","False",,,,"12353536","12353536",,"System.Diagnostics.ProcessModule (gvfs-udisks2-volume-monitor)","0","","True","00:00:00.0500000","00:00:00.2100000","00:00:00.1600000",,
"gvfsd","1066","9","246460416","7942144","0","0","/usr/lib/gvfsd","System.Diagnostics.Process (systemd)",,"0.03",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1066","0",,"False","11/26/2019 08:04:47",,"1066",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gvfsd","15","1066",,"System.Diagnostics.ProcessThreadCollection","9","246460416","246460416","False",,,,"7942144","7942144",,"System.Diagnostics.ProcessModule (gvfsd)","0","","True","00:00:00.0200000","00:00:00.0300000","00:00:00.0100000",,
"gvfsd-fuse","1066","10","390078464","6299648","0","0","/usr/lib/gvfsd-fuse","System.Diagnostics.Process (systemd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1071","0",,"False","11/26/2019 08:04:47",,"1071",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","gvfsd-fuse","15","1066",,"System.Diagnostics.ProcessThreadCollection","10","390078464","390078464","False",,,,"6299648","6299648",,"System.Diagnostics.ProcessModule (gvfsd-fuse)","0","","True","00:00:00","00:00:00.0100000","00:00:00.0100000",,
"haveged","334",,"8314880","4861952","0","0",,"System.Diagnostics.Process (systemd)",,"2.06",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","334","0",,"False","11/26/2019 08:01:09",,"334",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","haveged","15","334",,"System.Diagnostics.ProcessThreadCollection",,"8314880","8314880","False",,,,"4861952","4861952",,,"0","","True","00:00:01.4900000","00:00:02.0600000","00:00:00.5700000",,
"idle_inject/0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","14","0",,"False","11/26/2019 08:00:51",,"14",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","idle_inject/0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"idle_inject/1","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","18","0",,"False","11/26/2019 08:00:51",,"18",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","idle_inject/1","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"idle_inject/2","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","25","0",,"False","11/26/2019 08:00:51",,"25",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","idle_inject/2","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"idle_inject/3","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","32","0",,"False","11/26/2019 08:00:51",,"32",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","idle_inject/3","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"ipv6_addrconf","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","154","-20",,"False","11/26/2019 08:00:51",,"154",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","ipv6_addrconf","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"irq/44-mei_me","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2647","0",,"False","11/26/2019 12:35:39",,"2647",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","irq/44-mei_me","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"java","1028","146","5785886720","444059648","0","0","/home/hagia/jd2/jre/bin/java","System.Diagnostics.Process (startdde)",,"66.19",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2848","0",,"False","11/26/2019 12:36:02",,"2848",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","java","15","1028",,"System.Diagnostics.ProcessThreadCollection","146","5785886720","1490919424","False",,,,"444059648","444059648",,"System.Diagnostics.ProcessModule (java)","0","","True","00:00:03.9800000","00:01:06.1900000","00:01:02.2100000",,
"java","3023","197","5018578944","1064579072","0","0","/usr/lib/jvm/java-11-openjdk/bin/java","System.Diagnostics.Process (code)",,"190.18",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3301","0",,"False","11/26/2019 12:37:46",,"3301",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","java","15","3023",,"System.Diagnostics.ProcessThreadCollection","197","5018578944","723611648","False",,,,"1064579072","1064579072",,"System.Diagnostics.ProcessModule (java)","0","","True","00:00:06.5800000","00:03:10.1800000","00:03:03.6000000",,
"java","3023","213","5633040384","207863808","0","0","/usr/lib/jvm/java-11-openjdk/bin/java","System.Diagnostics.Process (code)",,"12.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3409","0",,"False","11/26/2019 12:38:21",,"3409",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","java","15","3023",,"System.Diagnostics.ProcessThreadCollection","213","5633040384","1338073088","False",,,,"207863808","207863808",,"System.Diagnostics.ProcessModule (java)","0","","True","00:00:01.2100000","00:00:12.0100000","00:00:10.8000000",,
"jbd2/sda2-8","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.3",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","246","0",,"False","11/26/2019 08:01:00",,"246",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","jbd2/sda2-8","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.3000000","00:00:00.3000000","00:00:00",,
"kauditd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","41","0",,"False","11/26/2019 08:00:51",,"41",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kauditd","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kblockd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","137","-20",,"False","11/26/2019 08:00:51",,"137",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kblockd","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kcompactd0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","45","0",,"False","11/26/2019 08:00:51",,"45",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kcompactd0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kdevtmpfs","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","38","0",,"False","11/26/2019 08:00:51",,"38",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kdevtmpfs","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"khugepaged","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","47","19",,"False","11/26/2019 08:00:51",,"47",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Idle","0","0","khugepaged","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"khungtaskd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","42","0",,"False","11/26/2019 08:00:51",,"42",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","khungtaskd","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kintegrityd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","136","-20",,"False","11/26/2019 08:00:51",,"136",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kintegrityd","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kmemstick","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","607","-20",,"False","11/26/2019 08:01:15",,"607",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kmemstick","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"krfcommd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1149","-10",,"False","11/26/2019 08:04:53",,"1149",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","AboveNormal","0","0","krfcommd","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"ksmd","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","46","5",,"False","11/26/2019 08:00:51",,"46",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","BelowNormal","0","0","ksmd","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"ksoftirqd/0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.25",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9","0",,"False","11/26/2019 08:00:51",,"9",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","ksoftirqd/0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.2400000","00:00:00.2500000","00:00:00.0100000",,
"ksoftirqd/1","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.23",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","21","0",,"False","11/26/2019 08:00:51",,"21",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","ksoftirqd/1","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.2300000","00:00:00.2300000","00:00:00",,
"ksoftirqd/2","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.67",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","28","0",,"False","11/26/2019 08:00:51",,"28",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","ksoftirqd/2","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.6700000","00:00:00.6700000","00:00:00",,
"ksoftirqd/3","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.22",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","35","0",,"False","11/26/2019 08:00:51",,"35",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","ksoftirqd/3","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.2200000","00:00:00.2200000","00:00:00",,
"kstrp","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","165","-20",,"False","11/26/2019 08:00:51",,"165",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kstrp","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kswapd0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.3",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","143","0",,"False","11/26/2019 08:00:51",,"143",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kswapd0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.3000000","00:00:00.3000000","00:00:00",,
"kthreadd","0",,"0","0","0","0",,,,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2","0",,"False","11/26/2019 08:00:51",,"2",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kthreadd","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kthrotld","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","147","-20",,"False","11/26/2019 08:00:51",,"147",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","kthrotld","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"kworker/0:0-events","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0.21",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2309","0",,"False","11/26/2019 08:54:27",,"2309",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","kworker/0:0-events","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00.2100000","00:00:00.2100000","00:00:00",,
